,index,chromosome,gene,start bp,stop bp,+1 or -1 strand,fitness
99,37,chrI,YAL040C,65778,67520,-1,"[1.0921363282439258, 1.5324153830188807, 0.6690044017789917, 0.8485322362077505, 1.3692368413349787, 0.7701092349517793, 1.1562125858513421, 1.5324153830188807, 2.1703925349248543, 0.9667841976905588, 0.2829010508794287, 1.210388289726734, 2.104020305634479, 0.2829010508794287, 0.2829010508794287, 0.7701092349517793, 0.9667841976905588, 0.2829010508794287]"
102,38,chrI,YAL041W,62840,65404,1,"[1.7810046141784506, 0.9126084938151668]"
101,39,chrI,YAL042W,61316,62563,1,"[1.0551077526785546, 0.2829010508794287, 0.8485322362077505, 1.7606252003313516, 0.2829010508794287, 1.7955493000544414, 1.500921511060305, 1.5704466594513526, 1.0551077526785546, 1.7333676368763677, 1.2573174190241294, 1.8140507514875275, 1.8564450254073293, 1.8942714365378641, 0.5265051429156039, 0.2829010508794287, 1.3692368413349787, 0.9126084938151668, 1.335740420280101, 1.1562125858513421, 1.8400957326624723, 1.5117361001983665, 1.6207389380068766, 0.5265051429156039, 2.0857855662241502, 0.2829010508794287, 0.2829010508794287, 1.4141634215360728, 1.8682264553629198, 2.046206065193062, 1.8978394510979293, 1.7499744938801116, 1.7038169267269039, 2.0145666968898204, 1.2346355871073136, 1.8442549103821446, 0.2829010508794287, 1.551945208018266, 1.2346355871073136, 2.405726917990794, 0.6690044017789917]"
100,40,chrI,YAL043C,58695,61052,-1,"[0.5265051429156039, 1.0551077526785546, 0.7701092349517793, 1.384859253954082, 1.4897635448401925, 2.0295241208232553, 1.478239679143489, 2.245200814674646, 1.335740420280101]"
110,41,chrI,YAL044C,57950,58462,-1,"[1.4897635448401925, 2.009436001162348, 1.8140507514875275, 2.1079471220792265, 1.4279474005879649, 1.1843433085517896, 1.1562125858513421, 0.9667841976905588, 1.3528875485901217, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.3692368413349787, 1.8442549103821446, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.29871184471473, 0.9667841976905588, 0.2829010508794287, 0.7701092349517793, 0.7701092349517793, 0.9126084938151668, 2.1414435431341046, 2.041520043562752, 1.8442549103821446, 1.8140507514875275, 2.096032543262214, 0.2829010508794287]"
105,42,chrI,YAL045C,57488,57796,-1,[0.2829010508794287]
107,43,chrI,YAL046C,57029,57385,-1,"[1.1843433085517896, 1.1562125858513421, 0.8485322362077505, 1.1256327492988034, 0.9667841976905588, 1.0137133269879544, 0.9667841976905588]"
109,44,chrI,YAL047C,54989,56857,-1,[0.2829010508794287]
106,45,chrI,YAL048C,52801,54789,-1,"[0.2829010508794287, 1.0137133269879544, 0.6690044017789917, 1.1843433085517896, 1.8316267345371826, 0.9126084938151668, 1.0137133269879544, 0.9126084938151668, 0.9126084938151668, 1.3998166778875174, 1.67155149262414, 1.2573174190241294, 0.6690044017789917, 0.5265051429156039, 0.6690044017789917, 1.1562125858513421, 0.6690044017789917, 1.0137133269879544, 0.2829010508794287, 0.2829010508794287, 2.0171042271592743, 0.2829010508794287, 0.9126084938151668, 1.0551077526785546, 1.8870248619598677, 0.9126084938151668, 1.7760194750550562, 0.9126084938151668, 0.5265051429156039, 0.9126084938151668, 1.7218437711796641, 1.3998166778875174, 0.7701092349517793, 1.7099291923626512, 0.2829010508794287, 0.7701092349517793, 0.5265051429156039, 1.5704466594513526, 1.5222278170899979, 0.8485322362077505, 0.6690044017789917, 1.466325100326476, 0.9126084938151668, 0.5265051429156039, 0.2829010508794287, 2.4392233390456717, 0.2829010508794287, 1.1562125858513421, 0.2829010508794287, 0.5265051429156039, 1.6207389380068766, 1.3692368413349787, 1.6782459124687328, 1.0921363282439258]"
103,46,chrI,YAL049C,51855,52595,-1,"[0.5265051429156039, 0.5265051429156039, 0.6690044017789917, 0.5265051429156039, 1.1562125858513421, 0.9126084938151668, 1.500921511060305, 0.2829010508794287, 1.2573174190241294, 0.2829010508794287, 0.5265051429156039, 1.5704466594513526, 1.1256327492988034, 0.6690044017789917, 1.0921363282439258, 1.2573174190241294, 0.7701092349517793]"
120,47,chrI,YAL051W,48564,51707,1,"[1.0921363282439258, 1.6434207699236927, 0.2829010508794287, 0.9126084938151668, 0.7701092349517793, 1.3177135758273408, 0.5265051429156039, 1.9151555846603154, 1.8442549103821446, 1.5324153830188807, 0.2829010508794287, 2.239875767111485, 1.657767513572248, 0.6690044017789917, 1.9348680266633007, 0.6690044017789917, 1.3177135758273408, 1.9316584480501855, 1.5613176678635161, 2.286301511626443, 1.6647270759533856, 1.4897635448401925, 0.9126084938151668, 1.0551077526785546, 0.7701092349517793, 0.7701092349517793, 1.8442549103821446, 1.7658319091261732, 1.3528875485901217, 0.9667841976905588, 1.1843433085517896, 0.9126084938151668, 0.6690044017789917, 1.6207389380068766, 0.5265051429156039, 1.1256327492988034, 1.0921363282439258, 1.3692368413349787, 0.2829010508794287, 1.7810046141784506, 1.6975964737990845, 1.8273144544776805, 1.5613176678635161]"
104,48,chrI,YAL053W,45899,48250,1,"[1.628463345990257, 1.944324554542804, 1.0921363282439258, 1.0137133269879544, 0.8485322362077505, 1.4412111035781174, 2.2001541023870907, 1.3177135758273408, 1.9151555846603154, 1.7445256030964802, 0.9126084938151668, 2.08785900241832, 0.7701092349517793, 0.7701092349517793, 1.7810046141784506, 1.6848151956142927, 1.78592002878708, 1.0921363282439258, 1.738990899489685, 0.2829010508794287, 1.2786237250538226, 1.7038169267269039, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287, 1.8833447611556626, 1.7218437711796641, 0.6690044017789917, 1.29871184471473, 0.2829010508794287, 0.8485322362077505, 0.8485322362077505, 1.210388289726734, 1.6128409333711538, 1.1256327492988034, 0.8485322362077505, 0.7701092349517793, 1.478239679143489, 0.2829010508794287, 0.6690044017789917]"
108,49,chrI,YAL054C,42881,45022,-1,"[0.5265051429156039, 1.0921363282439258, 0.5265051429156039, 1.8870248619598677, 1.6782459124687328, 1.8140507514875275, 1.6975964737990845, 2.0794908352836865, 1.9151555846603154, 1.210388289726734, 1.9117599407033035, 0.6690044017789917, 1.478239679143489, 1.9348680266633007, 1.335740420280101, 0.5265051429156039, 2.0485258519358664, 1.466325100326476, 0.2829010508794287, 0.2829010508794287, 0.9667841976905588, 1.0137133269879544, 1.7955493000544414, 1.9595410617283124, 1.0137133269879544, 0.2829010508794287, 1.8140507514875275, 0.9126084938151668, 1.5793445123162764, 1.6975964737990845, 0.9667841976905588, 0.5265051429156039, 1.8870248619598677, 0.8485322362077505, 1.5704466594513526, 1.335740420280101, 1.1256327492988034, 0.2829010508794287, 1.2786237250538226, 0.8485322362077505, 0.5265051429156039, 1.5423159367509052, 1.29871184471473, 0.9667841976905588, 1.7810046141784506, 1.3998166778875174, 1.1562125858513421, 1.8604162135983036, 0.9667841976905588, 0.5265051429156039, 1.478239679143489, 0.7701092349517793, 0.2829010508794287, 0.5265051429156039, 1.466325100326476, 0.7701092349517793, 0.2829010508794287, 1.3998166778875174, 2.1703925349248543, 1.6128409333711538, 1.5704466594513526, 2.0940069098993916, 0.2829010508794287, 1.9048686137200155, 1.8942714365378641, 0.2829010508794287, 1.8442549103821446, 0.5265051429156039, 1.9595410617283124, 1.29871184471473, 1.7499744938801116, 0.7701092349517793, 0.7701092349517793, 2.1654540965410836, 0.5265051429156039, 0.9667841976905588, 2.157065955753208, 0.2829010508794287, 1.962506871864953, 1.6506673445016888, 1.0551077526785546, 1.5613176678635161, 2.172023379686643, 1.4141634215360728, 0.9667841976905588]"
112,50,chrI,YAL055W,42177,42719,1,"[1.5423159367509052, 1.29871184471473, 0.2829010508794287, 0.8485322362077505, 1.0137133269879544, 0.2829010508794287, 1.0551077526785546, 0.6690044017789917, 1.1562125858513421, 0.5265051429156039, 0.2829010508794287, 1.6647270759533856, 1.3528875485901217]"
111,51,chrI,YAL056W,39259,41901,1,"[1.0921363282439258, 1.7159369696921372, 0.8485322362077505, 0.6690044017789917, 0.5265051429156039, 0.5265051429156039, 0.2829010508794287, 1.384859253954082, 1.0137133269879544, 1.210388289726734, 1.1562125858513421, 1.0921363282439258, 0.9667841976905588, 1.4279474005879649, 2.036770695401252, 0.2829010508794287, 1.3528875485901217, 1.478239679143489, 1.4279474005879649, 1.596491640626297, 0.2829010508794287, 2.162122825954619, 0.6690044017789917, 0.2829010508794287, 1.8442549103821446, 0.2829010508794287, 2.0171042271592743, 1.5613176678635161, 0.7701092349517793, 0.7701092349517793, 1.335740420280101, 0.2829010508794287, 0.2829010508794287, 1.2786237250538226, 2.128793720501817, 0.8485322362077505, 2.2491423111141966, 1.8564450254073293, 2.0171042271592743, 1.6434207699236927, 2.1175763933465883, 2.0246087062146256, 1.5613176678635161, 1.1562125858513421, 1.6782459124687328, 1.2786237250538226, 1.3998166778875174, 0.5265051429156039, 2.0171042271592743, 1.1562125858513421, 0.2829010508794287, 1.628463345990257, 2.096032543262214, 1.1843433085517896, 1.6912639346271254, 0.8485322362077505, 1.6782459124687328, 1.7276529351014789, 0.8485322362077505, 1.8833447611556626, 1.6912639346271254, 1.628463345990257, 0.2829010508794287, 0.2829010508794287, 0.7701092349517793, 1.9741259934005702, 0.6690044017789917, 1.29871184471473, 1.3177135758273408, 0.2829010508794287, 0.6690044017789917, 0.6690044017789917, 1.2346355871073136, 0.5265051429156039, 0.5265051429156039, 0.6690044017789917, 1.3177135758273408, 1.0551077526785546, 0.6690044017789917]"
124,52,chrI,YAL058W,37464,38972,1,"[0.2829010508794287, 0.5265051429156039, 1.6912639346271254, 0.9126084938151668, 1.478239679143489, 0.2829010508794287, 1.6047613495965325, 1.7907676424086143, 2.1079471220792265, 1.8358867432475112, 0.8485322362077505, 1.2573174190241294, 1.1843433085517896, 1.0921363282439258, 1.657767513572248, 1.0921363282439258, 0.9667841976905588, 0.6690044017789917, 1.1562125858513421, 1.6975964737990845, 1.7445256030964802, 1.466325100326476, 0.9126084938151668, 1.947421018763079, 2.3376110019355667, 0.6690044017789917, 1.1256327492988034, 1.0551077526785546]"
123,53,chrI,YAL059W,36509,37147,1,"[1.4897635448401925, 0.5265051429156039, 1.9083311679895607, 1.7760194750550562, 0.2829010508794287, 0.5265051429156039]"
122,54,chrI,YAL060W,35155,36303,1,"[0.7701092349517793, 1.0921363282439258, 1.8524284512260387, 1.947421018763079, 0.5265051429156039, 1.5880226425010073, 1.5880226425010073, 1.2346355871073136, 1.3528875485901217, 1.2346355871073136, 0.8485322362077505, 1.0137133269879544, 2.0687424007652124, 1.2346355871073136, 1.2346355871073136, 1.4412111035781174, 0.9126084938151668, 1.29871184471473, 1.384859253954082, 1.1843433085517896, 1.210388289726734, 2.144975697644598, 0.8485322362077505, 1.5423159367509052, 0.2829010508794287, 1.8229486043524514, 1.0921363282439258, 0.6690044017789917, 1.8229486043524514, 0.2829010508794287, 0.2829010508794287]"
121,55,chrI,YAL061W,33448,34701,1,"[1.335740420280101, 0.7701092349517793, 0.2829010508794287, 2.1432140577880654, 1.1843433085517896, 1.8870248619598677, 2.0196235670912315, 1.0137133269879544, 1.8483654416327076, 1.4279474005879649, 0.8485322362077505, 1.2346355871073136, 2.282757484126792, 0.6690044017789917, 0.9667841976905588, 1.466325100326476, 0.5265051429156039, 1.3528875485901217, 1.1562125858513421, 1.1256327492988034, 1.596491640626297, 1.210388289726734, 0.8485322362077505, 1.478239679143489, 1.500921511060305, 0.6690044017789917, 1.4141634215360728, 0.9126084938151668, 1.2573174190241294, 1.2786237250538226, 0.5265051429156039, 0.6690044017789917, 2.0068422889064395, 0.9126084938151668, 0.6690044017789917, 1.478239679143489, 1.8483654416327076, 0.7701092349517793, 0.2829010508794287, 2.220575820948718, 1.0921363282439258, 1.5117361001983665, 0.9126084938151668, 2.1360778447796744, 1.968364447718178]"
118,56,chrI,YAL062W,31567,32940,1,"[1.0551077526785546, 1.950490439282404, 1.1843433085517896, 1.0137133269879544, 1.8002667724356356, 0.8485322362077505, 1.968364447718178, 1.4279474005879649, 0.5265051429156039, 1.3528875485901217, 0.6690044017789917, 1.466325100326476, 0.5265051429156039, 0.9126084938151668, 1.944324554542804, 1.0137133269879544, 1.29871184471473, 1.596491640626297, 2.034371734444789, 1.1562125858513421, 0.5265051429156039, 1.2346355871073136, 0.8485322362077505, 1.6360216247266204, 1.384859253954082, 1.335740420280101, 0.8485322362077505, 1.335740420280101, 2.3515512141154025, 1.4412111035781174, 1.9380485589178293, 1.7658319091261732, 0.7701092349517793, 1.9935785859162871, 2.0145666968898204, 0.6690044017789917, 1.0137133269879544, 0.9667841976905588, 0.7701092349517793, 0.7701092349517793, 0.2829010508794287, 0.7701092349517793, 1.6912639346271254, 1.8316267345371826, 1.210388289726734, 1.7276529351014789, 1.1256327492988034, 1.3177135758273408, 1.4141634215360728, 0.7701092349517793, 1.551945208018266, 1.8400957326624723, 1.9083311679895607, 2.0773672855266883, 0.2829010508794287, 0.8485322362077505, 1.8564450254073293, 1.5117361001983665, 1.928419287650468, 1.29871184471473, 1.7709626048536449, 1.466325100326476, 2.210513273014462, 0.5265051429156039, 1.6912639346271254, 2.3751470814382554, 1.5613176678635161, 0.2829010508794287]"
117,57,chrI,YAL063C,24000,27968,-1,"[1.466325100326476, 1.0551077526785546, 0.5265051429156039, 1.8442549103821446, 1.8095158961099336, 0.5265051429156039, 1.998944284270717, 0.2829010508794287, 1.7499744938801116, 2.130628953996043, 2.036770695401252, 1.7099291923626512, 1.3692368413349787, 0.9126084938151668, 2.0015967226384705, 1.8229486043524514, 0.5265051429156039, 1.0551077526785546, 1.9565500103509155, 0.9126084938151668, 0.2829010508794287, 0.5265051429156039, 1.7276529351014789, 0.9126084938151668, 1.6848151956142927, 1.500921511060305, 2.1956192470094966, 0.2829010508794287, 1.0137133269879544, 0.2829010508794287, 1.8978394510979293, 1.5613176678635161, 1.0921363282439258, 1.0551077526785546, 0.5265051429156039]"
116,58,chrI,YAL064W,21566,21850,1,"[0.2829010508794287, 1.921850004504908, 0.5265051429156039, 0.8485322362077505, 0.6690044017789917, 1.7333676368763677, 0.9126084938151668, 1.5793445123162764, 1.5704466594513526]"
115,59,chrI,YAL066W,10091,10399,1,"[1.7760194750550562, 0.5265051429156039, 0.9126084938151668, 2.0295241208232553]"
114,60,chrI,YAL067C,7235,9016,-1,"[0.2829010508794287, 1.0551077526785546, 1.657767513572248, 1.7159369696921372, 0.6690044017789917, 1.3692368413349787, 0.6690044017789917, 1.6047613495965325, 1.335740420280101, 1.4279474005879649, 1.0921363282439258, 2.009436001162348, 1.1843433085517896, 0.5265051429156039, 0.2829010508794287, 1.0921363282439258, 0.2829010508794287, 1.466325100326476, 1.1256327492988034, 1.7333676368763677, 0.5265051429156039, 1.628463345990257, 1.7709626048536449, 2.0145666968898204, 0.2829010508794287]"
64,61,chrI,YAR002W,152257,153876,1,"[1.3528875485901217, 1.6434207699236927, 0.9667841976905588, 2.523380672664457, 1.210388289726734, 0.6690044017789917, 2.036770695401252, 1.7658319091261732, 1.0921363282439258, 2.3920767977923663, 1.7658319091261732, 2.2491423111141966, 0.2829010508794287, 2.119470987775931, 0.6690044017789917, 2.48347985914766, 1.7159369696921372, 2.611837250521384, 2.609970332901422, 0.6690044017789917, 2.1971373764350015, 1.5222278170899979, 0.2829010508794287, 1.6848151956142927, 1.738990899489685, 1.2786237250538226, 1.0551077526785546, 1.384859253954082, 1.3528875485901217, 1.0137133269879544, 1.818527836434233, 0.6690044017789917, 0.5265051429156039, 1.335740420280101, 1.6207389380068766, 0.5265051429156039, 1.928419287650468, 0.8485322362077505, 2.2657290676623587, 0.2829010508794287, 1.7159369696921372, 1.5117361001983665, 0.2829010508794287, 1.8049217598996912, 1.6848151956142927, 1.1562125858513421, 1.8604162135983036, 1.210388289726734, 1.4539923817629092, 1.5117361001983665, 2.096032543262214, 1.0551077526785546, 1.4141634215360728, 1.2786237250538226, 2.1378755285740394, 1.4279474005879649, 1.4897635448401925, 2.066552696388627, 1.0551077526785546, 0.2829010508794287, 0.7701092349517793, 1.3998166778875174, 0.8485322362077505, 2.3696268671809095, 1.5704466594513526, 1.1562125858513421, 2.19256317196533, 0.2829010508794287, 1.921850004504908, 2.1848046578714353, 0.7701092349517793, 1.5880226425010073, 1.8833447611556626, 1.3177135758273408, 1.6647270759533856, 1.78592002878708, 1.210388289726734, 2.036770695401252, 1.1562125858513421, 0.9667841976905588, 0.7701092349517793, 1.0551077526785546, 1.384859253954082, 2.1000491174435045, 1.7553401922345417, 1.928419287650468, 1.2346355871073136, 0.9667841976905588, 1.4412111035781174, 1.3177135758273408, 0.2829010508794287, 2.125094250389248, 1.8273144544776805, 0.9126084938151668, 1.998944284270717, 1.5423159367509052, 0.5265051429156039, 0.2829010508794287, 1.8682264553629198, 0.8485322362077505, 1.8229486043524514, 0.2829010508794287, 1.5222278170899979, 1.8978394510979293, 0.6690044017789917, 1.4897635448401925, 1.6975964737990845, 0.5265051429156039, 0.9126084938151668, 0.5265051429156039, 1.8643430300430517, 2.0145666968898204, 1.1843433085517896, 1.7907676424086143, 2.0120107116926693, 2.0015967226384705, 0.7701092349517793, 1.4279474005879649, 0.2829010508794287, 1.7218437711796641, 1.6207389380068766, 0.6690044017789917, 0.5265051429156039, 0.6690044017789917, 1.1256327492988034, 0.2829010508794287, 1.1256327492988034, 1.1843433085517896, 1.0921363282439258, 1.1562125858513421, 2.3046220848180066, 1.5704466594513526, 0.5265051429156039, 1.4412111035781174, 1.0551077526785546, 1.3177135758273408, 1.0551077526785546]"
77,62,chrI,YAR003W,155005,156285,1,"[1.210388289726734, 0.6690044017789917, 0.5265051429156039, 0.2829010508794287, 1.1843433085517896, 0.2829010508794287, 0.5265051429156039, 0.5265051429156039, 0.2829010508794287, 1.7445256030964802, 1.5704466594513526, 1.6912639346271254, 1.5880226425010073, 0.7701092349517793, 1.1256327492988034, 0.5265051429156039, 1.551945208018266, 1.3998166778875174, 2.3714765894272465, 1.3692368413349787, 1.8720674380264324, 1.9380485589178293, 1.6848151956142927, 0.6690044017789917, 2.319904771537751, 1.4141634215360728, 1.6848151956142927, 1.1562125858513421, 1.2786237250538226, 2.2543298062624824, 1.4539923817629092, 0.5265051429156039, 0.5265051429156039, 1.0551077526785546, 1.7276529351014789, 1.921850004504908, 1.5324153830188807, 1.0551077526785546, 0.5265051429156039, 1.4141634215360728, 1.4141634215360728, 1.0551077526785546, 0.2829010508794287, 1.5324153830188807, 0.7701092349517793, 1.4279474005879649, 0.5265051429156039, 0.2829010508794287, 1.7276529351014789, 1.2786237250538226, 0.6690044017789917, 1.5222278170899979, 0.9667841976905588, 1.5880226425010073, 1.210388289726734, 0.9126084938151668, 1.6128409333711538, 1.7445256030964802, 0.6690044017789917, 0.2829010508794287, 1.2346355871073136, 1.921850004504908, 1.596491640626297, 0.8485322362077505, 1.7606252003313516, 1.1562125858513421, 1.8229486043524514, 1.67155149262414, 1.4279474005879649, 1.384859253954082, 1.0137133269879544, 1.5117361001983665]"
